method,AVG_e_CS,AVG_r_CS,coco_CS,coco_FID,superman_CS,superman_r_CS_avg,van gogh_CS,van gogh_r_CS_avg,snoopy_CS,snoopy_r_CS_avg
sd_v1.4,0.25070874326758913,0.23803714116414387,0.26505852937698365,0.0,0.24393314371506372,0.23944087997078894,0.2592388731737932,0.23289141431450844,0.24895421291391054,0.24177912920713424
algorithm_a,0.15519066432283984,0.22712590232491495,0.255885209441185,150.05159901425372,0.1746456862737735,0.22634380415081978,0.1502638891339302,0.22406033471226694,0.14066241756081582,0.2309735681116581
