method,superman_CS,superman_related_avg_FID,van_gogh_CS,van_gogh_related_avg_FID,snoopy_CS,snoopy_related_avg_FID,coco_CS,coco_FID
sd_v1.4,0.24393314371506372,0.0,0.2592388731737932,0.0,0.24895421291391054,0.0,0.26505852937698365,0.0
algorithm_a,0.1746456862737735,163.19651574735053,0.1502638891339302,159.64762511937425,0.14066241756081582,174.61928656160373,0.255885209441185,150.05159901425372
